X,CH1,CH2,CH4,Start,Increment
Sequence,Volt,Volt,Volt,-0.0006,1E-06
879,0.016,7.44,0.2,,
880,0.016,7.52,0.2,,
881,0.016,7.52,0.2,,
882,0.016,7.52,0,,
883,0.016,7.52,0,,
884,0.016,7.52,0,,
885,0.016,7.52,0,,
886,0.008,7.52,0.2,,
887,0.008,7.52,0.2,,
888,0.024,7.52,0.2,,
889,0.024,7.52,0.2,,
890,0.016,7.44,0.2,,
891,0.016,7.44,0.2,,
892,0.016,7.52,0.2,,
893,0.016,7.52,0.2,,
894,0.016,7.52,0.2,,
895,0.016,7.52,0.2,,
896,0.008,7.44,0.2,,
897,0.008,7.44,0.2,,
898,0.016,7.52,0.2,,
899,0.016,7.52,0.2,,
900,0.016,7.44,0.2,,
901,0.016,7.44,0.2,,
902,0.008,7.44,0.2,,
903,0.008,7.44,0.2,,
904,0.008,7.52,0.2,,
905,0.008,7.52,0.2,,
906,0.016,7.44,0.2,,
907,0.016,7.44,0.2,,
908,0.016,7.44,0.2,,
909,0.016,7.44,0.2,,
910,0.016,7.44,0.2,,
911,0.016,7.44,0.2,,
912,0.024,7.44,0,,
913,0.024,7.44,0,,
914,0.024,7.44,0,,
915,0.024,7.44,0,,
916,0.016,7.44,0,,
917,0.016,7.44,0,,
918,0.016,7.44,0.2,,
919,0.016,7.44,0.2,,
920,0.016,7.44,0.2,,
921,0.016,7.44,0.2,,
922,0.016,7.44,0.2,,
923,0.016,7.44,0.2,,
924,0.016,7.44,0.2,,
925,0.016,7.44,0.2,,
926,0.016,7.44,0.2,,
927,0.016,7.44,0.2,,
928,0.016,7.52,0.2,,
929,0.016,7.52,0.2,,
930,0.008,7.44,0.2,,
931,0.008,7.44,0.2,,
932,0.016,7.44,0.2,,
933,0.016,7.44,0.2,,
934,0.016,7.44,0.2,,
935,0.016,7.44,0.2,,
936,0.016,7.44,0.2,,
937,0.016,7.44,0.2,,
938,0.016,7.52,0.2,,
939,0.016,7.52,0.2,,
940,0.016,7.44,0.2,,
941,0.016,7.44,0.2,,
942,0.024,7.52,0.2,,
943,0.024,7.52,0.2,,
944,0.024,7.52,0.2,,
945,0.024,7.52,0.2,,
946,0.016,7.44,0.2,,
947,0.016,7.44,0.2,,
948,0.016,7.44,0.2,,
949,0.016,7.44,0.2,,
950,0.016,7.44,0.2,,
951,0.016,7.44,0.2,,
952,0.016,7.44,0.2,,
953,0.016,7.44,0.2,,
954,0.016,7.52,0.2,,
955,0.016,7.52,0.2,,
956,0,7.52,0.2,,
957,0,7.52,0.2,,
958,0.016,7.44,0.2,,
959,0.016,7.44,0.2,,
960,0.016,7.44,0.2,,
961,0.016,7.44,0.2,,
962,0.016,7.52,0.2,,
963,0.016,7.52,0.2,,
964,0.016,7.52,0.2,,
965,0.016,7.52,0.2,,
966,0.016,7.52,0.2,,
967,0.016,7.52,0.2,,
968,0.016,7.52,0.2,,
969,0.016,7.52,0.2,,
970,0.008,7.52,0.2,,
971,0.008,7.52,0.2,,
972,0.016,7.52,0.2,,
973,0.016,7.52,0.2,,
974,0.024,7.52,0.2,,
975,0.024,7.52,0.2,,
976,0.016,7.44,0.2,,
977,0.016,7.44,0.2,,
978,0.016,7.52,0.2,,
979,0.016,7.52,0.2,,
980,0.008,7.52,0.2,,
981,0.008,7.52,0.2,,
982,0.016,7.44,0.2,,
983,0.016,7.44,0.2,,
984,0.016,7.44,0.2,,
985,0.016,7.44,0.2,,
986,0.016,7.44,0.2,,
987,0.016,7.44,0.2,,
988,0.024,7.44,0.2,,
989,0.024,7.44,0.2,,
990,0.016,7.44,0.2,,
991,0.016,7.44,0.2,,
992,0.016,7.44,0.2,,
993,0.016,7.44,0.2,,
994,0.016,7.44,0.2,,
995,0.016,7.44,0.2,,
996,0.016,7.44,0.2,,
997,0.016,7.44,0.2,,
998,0.016,7.44,0.2,,
999,0.016,7.44,0.2,,
1000,0.016,7.52,0.2,,
1001,0.016,7.52,0.2,,
1002,0.016,7.44,0.2,,
1003,0.016,7.44,0.2,,
1004,0.016,7.52,0.2,,
1005,0.016,7.52,0.2,,
1006,0.016,7.44,0.2,,
1007,0.016,7.44,0.2,,
1008,0.016,7.44,0.2,,
1009,0.016,7.44,0.2,,
1010,0.016,7.52,0.2,,
1011,0.016,7.52,0.2,,
1012,0.008,7.52,0.2,,
1013,0.008,7.52,0.2,,
1014,0.016,7.52,0.2,,
1015,0.016,7.52,0.2,,
1016,0.016,7.44,0.2,,
1017,0.016,7.44,0.2,,
1018,0.016,7.44,0.2,,
1019,0.016,7.44,0.2,,
1020,0.016,7.52,0.2,,
1021,0.016,7.52,0.2,,
1022,0.016,7.44,0.2,,
1023,0.016,7.44,0.2,,
1024,0.016,7.44,0.2,,
1025,0.016,7.44,0.2,,
1026,0.016,7.44,0.2,,
1027,0.016,7.44,0.2,,
1028,0.016,7.52,0.2,,
1029,0.016,7.52,0.2,,
1030,0.016,7.52,0.2,,
1031,0.016,7.52,0.2,,
1032,0.016,7.52,0.2,,
1033,0.016,7.52,0.2,,
1034,0.016,7.44,0.2,,
1035,0.016,7.44,0.2,,
1036,0.016,7.44,0,,
1037,0.016,7.44,0,,
1038,0.008,7.44,0.2,,
1039,0.008,7.44,0.2,,
1040,0.008,7.44,0.2,,
1041,0.008,7.44,0.2,,
1042,0.016,7.44,0,,
1043,0.016,7.44,0,,
1044,0.016,7.52,0.2,,
1045,0.016,7.52,0.2,,
1046,0.016,7.44,0.2,,
1047,0.016,7.44,0.2,,
1048,0.016,7.52,0.2,,
1049,0.016,7.52,0.2,,
1050,0.016,7.52,0.2,,
1051,0.016,7.52,0.2,,
1052,0.016,7.52,0.2,,
1053,0.016,7.52,0.2,,
1054,0.008,7.44,0.2,,
1055,0.008,7.44,0.2,,
1056,0.008,7.52,0.2,,
1057,0.008,7.52,0.2,,
1058,0.024,7.52,0,,
1059,0.024,7.52,0,,
1060,0.016,7.44,0.2,,
1061,0.016,7.44,0.2,,
1062,0.016,7.44,0.2,,
1063,0.016,7.44,0.2,,
1064,0.016,7.44,0,,
1065,0.016,7.44,0,,
1066,0.008,7.44,0,,
1067,0.008,7.44,0,,
1068,0.016,7.52,0,,
1069,0.016,7.52,0,,
1070,0.016,7.44,0.2,,
1071,0.016,7.44,0.2,,
1072,0.016,7.44,0.2,,
1073,0.016,7.44,0.2,,
1074,0.016,7.44,0.2,,
1075,0.016,7.44,0.2,,
1076,0.016,7.44,0.2,,
1077,0.016,7.44,0.2,,
1078,0.016,7.52,0.2,,
1079,0.016,7.52,0.2,,
1080,0.016,7.52,0.2,,
1081,0.016,7.52,0.2,,
1082,0.016,7.52,0.2,,
1083,0.016,7.52,0.2,,
1084,0.016,7.44,0.2,,
1085,0.016,7.44,0.2,,
1086,0.016,7.52,0.2,,
1087,0.016,7.52,0.2,,
1088,0.016,7.52,0.2,,
1089,0.016,7.52,0.2,,
1090,0.016,7.52,0.2,,
1091,0.016,7.52,0.2,,
1092,0.016,7.52,0.2,,
1093,0.016,7.52,0.2,,
1094,0.016,7.52,0.2,,
1095,0.016,7.52,0.2,,
1096,0.016,7.44,0.2,,
1097,0.016,7.44,0.2,,
1098,0.024,0.64,0.2,,
1099,0.024,0.64,0.2,,
1100,-0.016,0.08,0.2,,
1101,-0.016,0.08,0.2,,
1102,0.008,0.08,0.2,,
1103,0.008,0.08,0.2,,
1104,-0.008,0.08,0.2,,
1105,-0.008,0.08,0.2,,
1106,-0.008,0.08,0.2,,
1107,-0.008,0.08,0.2,,
1108,0,0.08,0.2,,
1109,0,0.08,0.2,,
1110,-0.008,0.08,0.2,,
1111,-0.008,0.08,0.2,,
1112,0,0.08,0.2,,
1113,0,0.08,0.2,,
1114,-0.008,0.08,0.2,,
1115,-0.008,0.08,0.2,,
1116,-0.016,0.08,0.2,,
1117,-0.016,0.08,0.2,,
1118,-0.008,0.08,0.2,,
1119,-0.008,0.08,0.2,,
1120,-0.008,0,0.2,,
1121,-0.008,0,0.2,,
1122,-0.008,0,0.2,,
1123,-0.008,0,0.2,,
1124,-0.008,0,0.2,,
1125,-0.008,0,0.2,,
1126,-0.008,0,0.2,,
1127,-0.008,0,0.2,,
1128,-0.008,0.08,0.2,,
1129,-0.008,0.08,0.2,,
1130,-0.016,0.08,0.2,,
1131,-0.016,0.08,0.2,,
1132,0,0.08,0.2,,
1133,0,0.08,0.2,,
1134,-0.016,0.08,0.2,,
1135,-0.016,0.08,0.2,,
1136,-0.008,0.08,0.2,,
1137,-0.008,0.08,0.2,,
1138,-0.008,0.08,0.2,,
1139,-0.008,0.08,0.2,,
1140,0.008,0.08,0.2,,
1141,0.008,0.08,0.2,,
1142,-0.008,0.08,0.2,,
1143,-0.008,0.08,0.2,,
1144,-0.008,0.08,0.2,,
1145,-0.008,0.08,0.2,,
1146,0,0.08,0.2,,
1147,0,0.08,0.2,,
1148,-0.008,0.08,0.2,,
1149,-0.008,0.08,0.2,,
1150,-0.008,0.08,0.2,,
1151,-0.008,0.08,0.2,,
1152,-0.008,0.08,0.2,,
1153,-0.008,0.08,0.2,,
1154,-0.008,0.08,0.2,,
1155,-0.008,0.08,0.2,,
1156,-0.008,0.08,0.2,,
1157,-0.008,0.08,0.2,,
1158,-0.008,0.08,0.2,,
1159,-0.008,0.08,0.2,,
1160,-0.008,0.08,0.2,,
1161,-0.008,0.08,0.2,,
1162,0,0.08,0.2,,
1163,0,0.08,0.2,,
1164,0,0.08,0.2,,
1165,0,0.08,0.2,,
1166,-0.008,0.08,0,,
1167,-0.008,0.08,0,,
1168,-0.008,0.08,0.2,,
1169,-0.008,0.08,0.2,,
1170,-0.008,0.08,0.2,,
1171,-0.008,0.08,0.2,,
1172,-0.008,0.08,0.2,,
1173,-0.008,0.08,0.2,,
1174,-0.008,0.08,0.2,,
1175,-0.008,0.08,0.2,,
1176,-0.008,0.08,0.2,,
1177,-0.008,0.08,0.2,,
1178,0,0.16,0.2,,
1179,0,0.16,0.2,,
1180,-0.008,0.08,0.2,,
1181,-0.008,0.08,0.2,,
1182,-0.008,0.08,0.2,,
1183,-0.008,0.08,0.2,,
1184,-0.008,0.08,0.2,,
1185,-0.008,0.08,0.2,,
1186,-0.008,0.08,0.2,,
1187,-0.008,0.08,0.2,,
1188,-0.008,0.08,0.2,,
1189,-0.008,0.08,0.2,,
1190,-0.016,0.08,0.2,,
1191,-0.016,0.08,0.2,,
1192,0,0,0.2,,
1193,0,0,0.2,,
1194,-0.008,0.08,0.2,,
1195,-0.008,0.08,0.2,,
1196,-0.008,0.08,0.2,,
1197,-0.008,0.08,0.2,,
1198,0,0.08,0.2,,
1199,0,0.08,0.2,,
