X,CH1,CH2,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,Volt,-1.20000e-03,2.00000e-06
0,-4.40000e-02,9.20000e-01,5.28000e-01,4.20000e-02,
1,-6.00000e-02,9.80000e-01,5.20000e-01,5.40000e-02,
2,-6.00000e-02,9.20000e-01,5.20000e-01,5.40000e-02,
3,-4.40000e-02,9.80000e-01,5.28000e-01,4.20000e-02,
4,-6.20000e-02,9.20000e-01,5.20000e-01,4.20000e-02,
5,-4.40000e-02,9.80000e-01,5.28000e-01,5.40000e-02,
6,-4.40000e-02,9.80000e-01,5.28000e-01,5.40000e-02,
7,-6.40000e-02,9.20000e-01,5.12000e-01,4.20000e-02,
8,-6.00000e-02,9.80000e-01,5.20000e-01,4.20000e-02,
9,-4.40000e-02,9.20000e-01,5.28000e-01,5.40000e-02,
10,-4.40000e-02,9.80000e-01,5.28000e-01,4.20000e-02,
11,-6.20000e-02,9.20000e-01,5.20000e-01,5.40000e-02,
12,-6.00000e-02,9.20000e-01,5.28000e-01,4.20000e-02,
13,-4.40000e-02,9.80000e-01,5.04000e-01,5.20000e-02,
14,-6.00000e-02,9.20000e-01,5.28000e-01,5.40000e-02,
15,-4.40000e-02,9.80000e-01,5.12000e-01,4.20000e-02,
16,-4.40000e-02,9.60000e-01,5.20000e-01,4.20000e-02,
17,-6.00000e-02,1.00000e+00,5.28000e-01,5.40000e-02,
18,-6.00000e-02,9.60000e-01,5.20000e-01,5.40000e-02,
19,-4.40000e-02,1.00000e+00,5.28000e-01,4.20000e-02,
20,-4.40000e-02,9.60000e-01,5.28000e-01,5.40000e-02,
21,-6.00000e-02,1.00000e+00,5.04000e-01,4.20000e-02,
22,-6.00000e-02,9.60000e-01,5.28000e-01,4.20000e-02,
23,-4.40000e-02,1.00000e+00,5.12000e-01,5.40000e-02,
24,-4.40000e-02,1.00000e+00,5.20000e-01,5.20000e-02,
25,-6.00000e-02,9.60000e-01,5.28000e-01,4.20000e-02,
26,-4.40000e-02,1.00000e+00,5.28000e-01,4.20000e-02,
27,-6.20000e-02,9.60000e-01,5.12000e-01,5.40000e-02,
28,-6.00000e-02,1.00000e+00,5.20000e-01,5.40000e-02,
29,-4.40000e-02,9.60000e-01,5.28000e-01,4.20000e-02,
30,-4.40000e-02,1.00000e+00,5.20000e-01,4.40000e-02,
31,-6.00000e-02,9.60000e-01,5.28000e-01,5.20000e-02,
32,-4.40000e-02,9.60000e-01,5.20000e-01,5.40000e-02,
33,-6.20000e-02,1.02000e+00,5.28000e-01,4.20000e-02,
34,-4.40000e-02,9.60000e-01,5.20000e-01,4.20000e-02,
35,-6.20000e-02,1.02000e+00,5.28000e-01,5.40000e-02,
36,-4.40000e-02,1.02000e+00,5.28000e-01,5.40000e-02,
37,-6.40000e-02,9.60000e-01,5.04000e-01,4.20000e-02,
38,-6.00000e-02,9.80000e-01,5.20000e-01,4.40000e-02,
39,-4.40000e-02,1.04000e+00,5.28000e-01,5.40000e-02,
40,-6.00000e-02,9.80000e-01,5.28000e-01,4.40000e-02,
41,-4.40000e-02,1.04000e+00,5.04000e-01,5.40000e-02,
42,-6.00000e-02,1.04000e+00,5.28000e-01,4.40000e-02,
43,-4.40000e-02,9.80000e-01,5.04000e-01,5.40000e-02,
44,-4.40000e-02,9.80000e-01,5.28000e-01,4.20000e-02,
45,-6.20000e-02,1.04000e+00,5.04000e-01,5.40000e-02,
46,-4.40000e-02,1.04000e+00,5.28000e-01,4.40000e-02,
47,-6.00000e-02,9.80000e-01,5.20000e-01,5.40000e-02,
48,-4.40000e-02,9.80000e-01,5.28000e-01,5.20000e-02,
49,-6.20000e-02,1.04000e+00,5.04000e-01,4.20000e-02,
50,-4.40000e-02,9.80000e-01,5.28000e-01,5.40000e-02,
51,-6.20000e-02,1.04000e+00,5.12000e-01,4.20000e-02,
52,-6.00000e-02,1.04000e+00,5.28000e-01,4.20000e-02,
53,-4.40000e-02,9.80000e-01,5.04000e-01,5.20000e-02,
54,-4.60000e-02,9.80000e-01,5.28000e-01,5.20000e-02,
55,-6.20000e-02,1.06000e+00,5.04000e-01,4.20000e-02,
56,-6.00000e-02,1.06000e+00,5.28000e-01,4.20000e-02,
57,-4.40000e-02,9.80000e-01,5.04000e-01,5.40000e-02,
