X,CH1,CH2,CH3,CH4,Start,Increment
Sequence,Volt,Volt,Volt,Volt,-0.000704,1E-06
607,0.0016,-0.02,-0.0254,4.72,,
608,0.0008,0,-0.0254,4.72,,
609,0.0008,0,-0.0254,4.72,,
610,0.0016,0,-0.0254,4.72,,
611,0.0016,0,-0.0254,4.72,,
612,0.0008,0,-0.0254,4.64,,
613,0.0008,0,-0.0254,4.64,,
614,0.0016,-0.02,-0.0254,4.72,,
615,0.0016,-0.02,-0.0254,4.72,,
616,0.0008,-0.02,-0.0254,4.72,,
617,0.0008,-0.02,-0.0254,4.72,,
618,0.0008,0,-0.0254,4.64,,
619,0.0008,0,-0.0254,4.64,,
620,0.0008,-0.02,-0.0254,4.64,,
621,0.0008,-0.02,-0.0254,4.64,,
622,0.0008,-0.02,-0.0254,4.72,,
623,0.0008,-0.02,-0.0254,4.72,,
624,0.0008,0,-0.0254,4.64,,
625,0.0008,0,-0.0254,4.64,,
626,0,0,-0.0254,4.64,,
627,0,0,-0.0254,4.64,,
628,0.0008,0,-0.0254,4.64,,
629,0.0008,0,-0.0254,4.64,,
630,0.0008,0,-0.0254,4.64,,
631,0.0008,0,-0.0254,4.64,,
632,0.0008,-0.02,-0.0254,4.64,,
633,0.0008,-0.02,-0.0254,4.64,,
634,0.0008,-0.02,-0.0254,4.64,,
635,0.0008,-0.02,-0.0254,4.64,,
636,0.0016,-0.02,-0.0254,4.64,,
637,0.0016,-0.02,-0.0254,4.64,,
638,0,-0.02,-0.0254,4.64,,
639,0,-0.02,-0.0254,4.64,,
640,0,-0.02,-0.0254,4.64,,
641,0,-0.02,-0.0254,4.64,,
642,0.0008,0,-0.0254,4.64,,
643,0.0008,0,-0.0254,4.64,,
644,0.0008,-0.02,-0.0254,4.64,,
645,0.0008,-0.02,-0.0254,4.64,,
646,0.0016,0,-0.0254,4.64,,
647,0.0016,0,-0.0254,4.64,,
648,0.0008,0,-0.0254,4.64,,
649,0.0008,0,-0.0254,4.64,,
650,0.0008,0,-0.0254,4.64,,
651,0.0008,0,-0.0254,4.64,,
652,0.0008,-0.02,-0.0254,4.64,,
653,0.0008,-0.02,-0.0254,4.64,,
654,0.0008,0,-0.0254,4.64,,
655,0.0008,0,-0.0254,4.64,,
656,0.0008,0,-0.0254,4.64,,
657,0.0008,0,-0.0254,4.64,,
658,0.0008,-0.02,-0.0254,4.64,,
